period_start,period_end,concentration,gas,reference_standard
2007-03-01,2007-03-31,51.4,Carbon monoxide,WMOX2014a
2007-04-01,2007-04-30,48.2,Carbon monoxide,WMOX2014a
2007-05-01,2007-05-31,59.7,Carbon monoxide,WMOX2014a
2007-06-01,2007-06-30,59.6,Carbon monoxide,WMOX2014a
2007-07-01,2007-07-31,61.6,Carbon monoxide,WMOX2014a
2007-08-01,2007-08-31,68.4,Carbon monoxide,WMOX2014a
2007-09-01,2007-09-30,72.2,Carbon monoxide,WMOX2014a
2007-10-01,2007-10-31,68.8,Carbon monoxide,WMOX2014a
2007-11-01,2007-11-30,67.5,Carbon monoxide,WMOX2014a
2007-12-01,2007-12-31,58.9,Carbon monoxide,WMOX2014a
2008-01-01,2008-01-31,51.4,Carbon monoxide,WMOX2014a
2008-02-01,2008-02-29,61.7,Carbon monoxide,WMOX2014a
2008-03-01,2008-03-31,49.8,Carbon monoxide,WMOX2014a
2008-04-01,2008-04-30,48.1,Carbon monoxide,WMOX2014a
2008-05-01,2008-05-31,61.9,Carbon monoxide,WMOX2014a
2008-06-01,2008-06-30,58.9,Carbon monoxide,WMOX2014a
2008-07-01,2008-07-31,62.4,Carbon monoxide,WMOX2014a
2008-08-01,2008-08-31,64.5,Carbon monoxide,WMOX2014a
2008-09-01,2008-09-30,64.6,Carbon monoxide,WMOX2014a
2008-10-01,2008-10-31,66.2,Carbon monoxide,WMOX2014a
2008-11-01,2008-11-30,67.5,Carbon monoxide,WMOX2014a
2008-12-01,2008-12-31,52.8,Carbon monoxide,WMOX2014a
2009-01-01,2009-01-31,45.8,Carbon monoxide,WMOX2014a
2009-02-01,2009-02-28,46.4,Carbon monoxide,WMOX2014a
2009-03-01,2009-03-31,44.9,Carbon monoxide,WMOX2014a
2009-04-01,2009-04-30,45.4,Carbon monoxide,WMOX2014a
2009-05-01,2009-05-31,50,Carbon monoxide,WMOX2014a
2009-06-01,2009-06-30,56.8,Carbon monoxide,WMOX2014a
2009-07-01,2009-07-31,67.7,Carbon monoxide,WMOX2014a
2009-08-01,2009-08-31,59.2,Carbon monoxide,WMOX2014a
2009-09-01,2009-09-30,60.6,Carbon monoxide,WMOX2014a
2009-10-01,2009-10-31,56.7,Carbon monoxide,WMOX2014a
2009-11-01,2009-11-30,54.1,Carbon monoxide,WMOX2014a
2009-12-01,2009-12-31,54.9,Carbon monoxide,WMOX2014a
2010-01-01,2010-01-31,52.1,Carbon monoxide,WMOX2014a
2010-02-01,2010-02-28,NA,Carbon monoxide,WMOX2014a
2010-03-01,2010-03-31,46.2,Carbon monoxide,WMOX2014a
2010-04-01,2010-04-30,42.2,Carbon monoxide,WMOX2014a
2010-05-01,2010-05-31,50.9,Carbon monoxide,WMOX2014a
2010-06-01,2010-06-30,56.3,Carbon monoxide,WMOX2014a
2010-07-01,2010-07-31,64.7,Carbon monoxide,WMOX2014a
2010-08-01,2010-08-31,67.2,Carbon monoxide,WMOX2014a
2010-09-01,2010-09-30,65.2,Carbon monoxide,WMOX2014a
2010-10-01,2010-10-31,69.8,Carbon monoxide,WMOX2014a
2010-11-01,2010-11-30,63.5,Carbon monoxide,WMOX2014a
2010-12-01,2010-12-31,68.3,Carbon monoxide,WMOX2014a
2011-01-01,2011-01-31,52.3,Carbon monoxide,WMOX2014a
2011-02-01,2011-02-28,50.4,Carbon monoxide,WMOX2014a
2011-03-01,2011-03-31,45.3,Carbon monoxide,WMOX2014a
2011-04-01,2011-04-30,47.5,Carbon monoxide,WMOX2014a
2011-05-01,2011-05-31,58.1,Carbon monoxide,WMOX2014a
2011-06-01,2011-06-30,53.7,Carbon monoxide,WMOX2014a
2011-07-01,2011-07-31,58.2,Carbon monoxide,WMOX2014a
2011-08-01,2011-08-31,64.4,Carbon monoxide,WMOX2014a
2011-09-01,2011-09-30,64.9,Carbon monoxide,WMOX2014a
2011-10-01,2011-10-31,66.4,Carbon monoxide,WMOX2014a
2011-11-01,2011-11-30,60.7,Carbon monoxide,WMOX2014a
2011-12-01,2011-12-31,56.1,Carbon monoxide,WMOX2014a
2012-01-01,2012-01-31,48.4,Carbon monoxide,WMOX2014a
2012-02-01,2012-02-29,50.3,Carbon monoxide,WMOX2014a
2012-03-01,2012-03-31,44.9,Carbon monoxide,WMOX2014a
2012-04-01,2012-04-30,47.5,Carbon monoxide,WMOX2014a
2012-05-01,2012-05-31,50.1,Carbon monoxide,WMOX2014a
2012-06-01,2012-06-30,55.4,Carbon monoxide,WMOX2014a
2012-07-01,2012-07-31,58.8,Carbon monoxide,WMOX2014a
2012-08-01,2012-08-31,60.5,Carbon monoxide,WMOX2014a
2012-09-01,2012-09-30,61.2,Carbon monoxide,WMOX2014a
2012-10-01,2012-10-31,63.3,Carbon monoxide,WMOX2014a
2012-11-01,2012-11-30,56.6,Carbon monoxide,WMOX2014a
2012-12-01,2012-12-31,52.8,Carbon monoxide,WMOX2014a
2013-01-01,2013-01-31,47,Carbon monoxide,WMOX2014a
2013-02-01,2013-02-28,45.8,Carbon monoxide,WMOX2014a
2013-03-01,2013-03-31,47.2,Carbon monoxide,WMOX2014a
2013-04-01,2013-04-30,51.3,Carbon monoxide,WMOX2014a
2013-05-01,2013-05-31,50.4,Carbon monoxide,WMOX2014a
2013-06-01,2013-06-30,52.7,Carbon monoxide,WMOX2014a
2013-07-01,2013-07-31,55.6,Carbon monoxide,WMOX2014a
2013-08-01,2013-08-31,59.7,Carbon monoxide,WMOX2014a
2013-09-01,2013-09-30,62.3,Carbon monoxide,WMOX2014a
2013-10-01,2013-10-31,63,Carbon monoxide,WMOX2014a
2013-11-01,2013-11-30,55.6,Carbon monoxide,WMOX2014a
2013-12-01,2013-12-31,48.6,Carbon monoxide,WMOX2014a
2014-01-01,2014-01-31,44.7,Carbon monoxide,WMOX2014a
2014-02-01,2014-02-28,43.6,Carbon monoxide,WMOX2014a
2014-03-01,2014-03-31,43.7,Carbon monoxide,WMOX2014a
2014-04-01,2014-04-30,49.2,Carbon monoxide,WMOX2014a
2014-05-01,2014-05-31,52.2,Carbon monoxide,WMOX2014a
2014-06-01,2014-06-30,55.3,Carbon monoxide,WMOX2014a
2014-07-01,2014-07-31,59.9,Carbon monoxide,WMOX2014a
2014-08-01,2014-08-31,62.2,Carbon monoxide,WMOX2014a
2014-09-01,2014-09-30,59.4,Carbon monoxide,WMOX2014a
2014-10-01,2014-10-31,59.7,Carbon monoxide,WMOX2014a
2014-11-01,2014-11-30,55.9,Carbon monoxide,WMOX2014a
2014-12-01,2014-12-31,50.3,Carbon monoxide,WMOX2014a
2015-01-01,2015-01-31,43.3,Carbon monoxide,WMOX2014a
2015-02-01,2015-02-28,41.8,Carbon monoxide,WMOX2014a
2015-03-01,2015-03-31,43.5,Carbon monoxide,WMOX2014a
2015-04-01,2015-04-30,45.9,Carbon monoxide,WMOX2014a
2015-05-01,2015-05-31,NA,Carbon monoxide,WMOX2014a
2015-06-01,2015-06-30,52.2,Carbon monoxide,WMOX2014a
2015-07-01,2015-07-31,58.6,Carbon monoxide,WMOX2014a
2015-08-01,2015-08-31,NA,Carbon monoxide,WMOX2014a
2015-09-01,2015-09-30,61.9,Carbon monoxide,WMOX2014a
2015-10-01,2015-10-31,61.9,Carbon monoxide,WMOX2014a
2015-11-01,2015-11-30,58.1,Carbon monoxide,WMOX2014a
2015-12-01,2015-12-31,54,Carbon monoxide,WMOX2014a
2016-01-01,2016-01-31,49.9,Carbon monoxide,WMOX2014a
2016-02-01,2016-02-29,NA,Carbon monoxide,WMOX2014a
2016-03-01,2016-03-31,45.9,Carbon monoxide,WMOX2014a
2016-04-01,2016-04-30,49.2,Carbon monoxide,WMOX2014a
2016-05-01,2016-05-31,53.9,Carbon monoxide,WMOX2014a
2016-06-01,2016-06-30,58.3,Carbon monoxide,WMOX2014a
2016-07-01,2016-07-31,NA,Carbon monoxide,WMOX2014a
2016-08-01,2016-08-31,62.1,Carbon monoxide,WMOX2014a
2016-09-01,2016-09-30,63.6,Carbon monoxide,WMOX2014a
2016-10-01,2016-10-31,NA,Carbon monoxide,WMOX2014a
2016-11-01,2016-11-30,61.8,Carbon monoxide,WMOX2014a
2016-12-01,2016-12-31,NA,Carbon monoxide,WMOX2014a
2017-01-01,2017-01-31,43.4,Carbon monoxide,WMOX2014a
2017-02-01,2017-02-28,44.6,Carbon monoxide,WMOX2014a
2017-03-01,2017-03-31,43.9,Carbon monoxide,WMOX2014a
2017-04-01,2017-04-30,44.9,Carbon monoxide,WMOX2014a
2017-05-01,2017-05-31,54.9,Carbon monoxide,WMOX2014a
2017-06-01,2017-06-30,52.5,Carbon monoxide,WMOX2014a
2017-07-01,2017-07-31,55.7,Carbon monoxide,WMOX2014a
2017-08-01,2017-08-31,58.9,Carbon monoxide,WMOX2014a
2017-09-01,2017-09-30,67,Carbon monoxide,WMOX2014a
2017-10-01,2017-10-31,60,Carbon monoxide,WMOX2014a
2017-11-01,2017-11-30,58.4,Carbon monoxide,WMOX2014a
2017-12-01,2017-12-31,52.9,Carbon monoxide,WMOX2014a
2018-01-01,2018-01-31,52.4,Carbon monoxide,WMOX2014a
2018-02-01,2018-02-28,45,Carbon monoxide,WMOX2014a
2018-03-01,2018-03-31,42.9,Carbon monoxide,WMOX2014a
2018-04-01,2018-04-30,46.5,Carbon monoxide,WMOX2014a
2018-05-01,2018-05-31,55.6,Carbon monoxide,WMOX2014a
2018-06-01,2018-06-30,54.1,Carbon monoxide,WMOX2014a
2018-07-01,2018-07-31,56.4,Carbon monoxide,WMOX2014a
2018-08-01,2018-08-31,64.8,Carbon monoxide,WMOX2014a
2018-09-01,2018-09-30,63.5,Carbon monoxide,WMOX2014a
2018-10-01,2018-10-31,62.9,Carbon monoxide,WMOX2014a
2018-11-01,2018-11-30,55.9,Carbon monoxide,WMOX2014a
2018-12-01,2018-12-31,47.7,Carbon monoxide,WMOX2014a
2019-01-01,2019-01-31,43.7,Carbon monoxide,WMOX2014a
2019-02-01,2019-02-28,41.3,Carbon monoxide,WMOX2014a
2019-03-01,2019-03-31,43.2,Carbon monoxide,WMOX2014a
2019-04-01,2019-04-30,44.7,Carbon monoxide,WMOX2014a
2019-05-01,2019-05-31,48.4,Carbon monoxide,WMOX2014a
2019-06-01,2019-06-30,52.6,Carbon monoxide,WMOX2014a
2019-07-01,2019-07-31,56,Carbon monoxide,WMOX2014a
2019-08-01,2019-08-31,61.3,Carbon monoxide,WMOX2014a
2019-09-01,2019-09-30,68.7,Carbon monoxide,WMOX2014a
2019-10-01,2019-10-31,63.7,Carbon monoxide,WMOX2014a
2019-11-01,2019-11-30,65.2,Carbon monoxide,WMOX2014a
2019-12-01,2019-12-31,54.4,Carbon monoxide,WMOX2014a
1972-12-01,1972-12-31,326000,Carbon dioxide,WMOX2007
1973-01-01,1973-01-31,326300,Carbon dioxide,WMOX2007
1973-02-01,1973-02-28,326500,Carbon dioxide,WMOX2007
1973-03-01,1973-03-31,327000,Carbon dioxide,WMOX2007
1973-04-01,1973-04-30,327200,Carbon dioxide,WMOX2007
1973-05-01,1973-05-31,327200,Carbon dioxide,WMOX2007
1973-06-01,1973-06-30,327400,Carbon dioxide,WMOX2007
1973-07-01,1973-07-31,328000,Carbon dioxide,WMOX2007
1973-08-01,1973-08-31,328600,Carbon dioxide,WMOX2007
1973-09-01,1973-09-30,328600,Carbon dioxide,WMOX2007
1973-10-01,1973-10-31,328700,Carbon dioxide,WMOX2007
1973-11-01,1973-11-30,329000,Carbon dioxide,WMOX2007
1973-12-01,1973-12-31,328600,Carbon dioxide,WMOX2007
1974-01-01,1974-01-31,328700,Carbon dioxide,WMOX2007
1974-02-01,1974-02-28,328100,Carbon dioxide,WMOX2007
1974-03-01,1974-03-31,328000,Carbon dioxide,WMOX2007
1974-04-01,1974-04-30,328000,Carbon dioxide,WMOX2007
1974-05-01,1974-05-31,328500,Carbon dioxide,WMOX2007
1974-06-01,1974-06-30,328600,Carbon dioxide,WMOX2007
1974-07-01,1974-07-31,329100,Carbon dioxide,WMOX2007
1974-08-01,1974-08-31,329500,Carbon dioxide,WMOX2007
1974-09-01,1974-09-30,329600,Carbon dioxide,WMOX2007
1974-10-01,1974-10-31,329600,Carbon dioxide,WMOX2007
1974-11-01,1974-11-30,329700,Carbon dioxide,WMOX2007
1974-12-01,1974-12-31,329700,Carbon dioxide,WMOX2007
1975-01-01,1975-01-31,329500,Carbon dioxide,WMOX2007
1975-02-01,1975-02-28,329200,Carbon dioxide,WMOX2007
1975-03-01,1975-03-31,329100,Carbon dioxide,WMOX2007
1975-04-01,1975-04-30,329300,Carbon dioxide,WMOX2007
1975-05-01,1975-05-31,329800,Carbon dioxide,WMOX2007
1975-06-01,1975-06-30,330100,Carbon dioxide,WMOX2007
1975-07-01,1975-07-31,330000,Carbon dioxide,WMOX2007
1975-08-01,1975-08-31,330300,Carbon dioxide,WMOX2007
1975-09-01,1975-09-30,330400,Carbon dioxide,WMOX2007
1975-10-01,1975-10-31,NA,Carbon dioxide,WMOX2007
1975-11-01,1975-11-30,330700,Carbon dioxide,WMOX2007
1975-12-01,1975-12-31,330100,Carbon dioxide,WMOX2007
1976-01-01,1976-01-31,330800,Carbon dioxide,WMOX2007
1976-02-01,1976-02-29,330800,Carbon dioxide,WMOX2007
1976-03-01,1976-03-31,330500,Carbon dioxide,WMOX2007
1976-04-01,1976-04-30,330200,Carbon dioxide,WMOX2007
1976-05-01,1976-05-31,330600,Carbon dioxide,WMOX2007
1976-06-01,1976-06-30,330700,Carbon dioxide,WMOX2007
1976-07-01,1976-07-31,331600,Carbon dioxide,WMOX2007
1976-08-01,1976-08-31,331500,Carbon dioxide,WMOX2007
1976-09-01,1976-09-30,331400,Carbon dioxide,WMOX2007
1976-10-01,1976-10-31,331600,Carbon dioxide,WMOX2007
1976-11-01,1976-11-30,331900,Carbon dioxide,WMOX2007
1976-12-01,1976-12-31,331900,Carbon dioxide,WMOX2007
1977-01-01,1977-01-31,331400,Carbon dioxide,WMOX2007
1977-02-01,1977-02-28,331500,Carbon dioxide,WMOX2007
1977-03-01,1977-03-31,331300,Carbon dioxide,WMOX2007
1977-04-01,1977-04-30,331900,Carbon dioxide,WMOX2007
1977-05-01,1977-05-31,332100,Carbon dioxide,WMOX2007
1977-06-01,1977-06-30,332000,Carbon dioxide,WMOX2007
1977-07-01,1977-07-31,332700,Carbon dioxide,WMOX2007
1977-08-01,1977-08-31,333000,Carbon dioxide,WMOX2007
1977-09-01,1977-09-30,333000,Carbon dioxide,WMOX2007
1977-10-01,1977-10-31,333200,Carbon dioxide,WMOX2007
1977-11-01,1977-11-30,333200,Carbon dioxide,WMOX2007
1977-12-01,1977-12-31,332500,Carbon dioxide,WMOX2007
1978-01-01,1978-01-31,NA,Carbon dioxide,WMOX2007
1978-02-01,1978-02-28,332900,Carbon dioxide,WMOX2007
1978-03-01,1978-03-31,NA,Carbon dioxide,WMOX2007
1978-04-01,1978-04-30,332900,Carbon dioxide,WMOX2007
1978-05-01,1978-05-31,333300,Carbon dioxide,WMOX2007
1978-06-01,1978-06-30,333500,Carbon dioxide,WMOX2007
1978-07-01,1978-07-31,334100,Carbon dioxide,WMOX2007
1978-08-01,1978-08-31,334200,Carbon dioxide,WMOX2007
1978-09-01,1978-09-30,334200,Carbon dioxide,WMOX2007
1978-10-01,1978-10-31,335000,Carbon dioxide,WMOX2007
1978-11-01,1978-11-30,NA,Carbon dioxide,WMOX2007
1978-12-01,1978-12-31,NA,Carbon dioxide,WMOX2007
1979-01-01,1979-01-31,NA,Carbon dioxide,WMOX2007
1979-02-01,1979-02-28,NA,Carbon dioxide,WMOX2007
1979-03-01,1979-03-31,333800,Carbon dioxide,WMOX2007
1979-04-01,1979-04-30,334000,Carbon dioxide,WMOX2007
1979-05-01,1979-05-31,334600,Carbon dioxide,WMOX2007
1979-06-01,1979-06-30,334900,Carbon dioxide,WMOX2007
1979-07-01,1979-07-31,335100,Carbon dioxide,WMOX2007
1979-08-01,1979-08-31,335700,Carbon dioxide,WMOX2007
1979-09-01,1979-09-30,336100,Carbon dioxide,WMOX2007
1979-10-01,1979-10-31,335700,Carbon dioxide,WMOX2007
1979-11-01,1979-11-30,NA,Carbon dioxide,WMOX2007
1979-12-01,1979-12-31,335800,Carbon dioxide,WMOX2007
1980-01-01,1980-01-31,NA,Carbon dioxide,WMOX2007
1980-02-01,1980-02-29,NA,Carbon dioxide,WMOX2007
1980-03-01,1980-03-31,NA,Carbon dioxide,WMOX2007
1980-04-01,1980-04-30,NA,Carbon dioxide,WMOX2007
1980-05-01,1980-05-31,336400,Carbon dioxide,WMOX2007
1980-06-01,1980-06-30,336800,Carbon dioxide,WMOX2007
1980-07-01,1980-07-31,NA,Carbon dioxide,WMOX2007
1980-08-01,1980-08-31,337500,Carbon dioxide,WMOX2007
1980-09-01,1980-09-30,NA,Carbon dioxide,WMOX2007
1980-10-01,1980-10-31,337700,Carbon dioxide,WMOX2007
1980-11-01,1980-11-30,338000,Carbon dioxide,WMOX2007
1980-12-01,1980-12-31,337700,Carbon dioxide,WMOX2007
1981-01-01,1981-01-31,337600,Carbon dioxide,WMOX2007
1981-02-01,1981-02-28,337200,Carbon dioxide,WMOX2007
1981-03-01,1981-03-31,337400,Carbon dioxide,WMOX2007
1981-04-01,1981-04-30,337500,Carbon dioxide,WMOX2007
1981-05-01,1981-05-31,337600,Carbon dioxide,WMOX2007
1981-06-01,1981-06-30,338100,Carbon dioxide,WMOX2007
1981-07-01,1981-07-31,338700,Carbon dioxide,WMOX2007
1981-08-01,1981-08-31,338900,Carbon dioxide,WMOX2007
1981-09-01,1981-09-30,NA,Carbon dioxide,WMOX2007
1981-10-01,1981-10-31,338900,Carbon dioxide,WMOX2007
1981-11-01,1981-11-30,NA,Carbon dioxide,WMOX2007
1981-12-01,1981-12-31,NA,Carbon dioxide,WMOX2007
1982-01-01,1982-01-31,338800,Carbon dioxide,WMOX2007
1982-02-01,1982-02-28,338500,Carbon dioxide,WMOX2007
1982-03-01,1982-03-31,339100,Carbon dioxide,WMOX2007
1982-04-01,1982-04-30,339200,Carbon dioxide,WMOX2007
1982-05-01,1982-05-31,339500,Carbon dioxide,WMOX2007
1982-06-01,1982-06-30,339700,Carbon dioxide,WMOX2007
1982-07-01,1982-07-31,NA,Carbon dioxide,WMOX2007
1982-08-01,1982-08-31,340200,Carbon dioxide,WMOX2007
1982-09-01,1982-09-30,340300,Carbon dioxide,WMOX2007
1982-10-01,1982-10-31,340400,Carbon dioxide,WMOX2007
1982-11-01,1982-11-30,340300,Carbon dioxide,WMOX2007
1982-12-01,1982-12-31,340000,Carbon dioxide,WMOX2007
1983-01-01,1983-01-31,NA,Carbon dioxide,WMOX2007
1983-02-01,1983-02-28,NA,Carbon dioxide,WMOX2007
1983-03-01,1983-03-31,340300,Carbon dioxide,WMOX2007
1983-04-01,1983-04-30,340200,Carbon dioxide,WMOX2007
1983-05-01,1983-05-31,341000,Carbon dioxide,WMOX2007
1983-06-01,1983-06-30,341000,Carbon dioxide,WMOX2007
1983-07-01,1983-07-31,341600,Carbon dioxide,WMOX2007
1983-08-01,1983-08-31,342300,Carbon dioxide,WMOX2007
1983-09-01,1983-09-30,NA,Carbon dioxide,WMOX2007
1983-10-01,1983-10-31,342100,Carbon dioxide,WMOX2007
1983-11-01,1983-11-30,341800,Carbon dioxide,WMOX2007
1983-12-01,1983-12-31,341900,Carbon dioxide,WMOX2007
1984-01-01,1984-01-31,341900,Carbon dioxide,WMOX2007
1984-02-01,1984-02-29,341800,Carbon dioxide,WMOX2007
1984-03-01,1984-03-31,341800,Carbon dioxide,WMOX2007
1984-04-01,1984-04-30,341800,Carbon dioxide,WMOX2007
1984-05-01,1984-05-31,341700,Carbon dioxide,WMOX2007
1984-06-01,1984-06-30,342100,Carbon dioxide,WMOX2007
1984-07-01,1984-07-31,342600,Carbon dioxide,WMOX2007
1984-08-01,1984-08-31,342700,Carbon dioxide,WMOX2007
1984-09-01,1984-09-30,342800,Carbon dioxide,WMOX2007
1984-10-01,1984-10-31,343100,Carbon dioxide,WMOX2007
1984-11-01,1984-11-30,343300,Carbon dioxide,WMOX2007
1984-12-01,1984-12-31,342900,Carbon dioxide,WMOX2007
1985-01-01,1985-01-31,NA,Carbon dioxide,WMOX2007
1985-02-01,1985-02-28,342000,Carbon dioxide,WMOX2007
1985-03-01,1985-03-31,342800,Carbon dioxide,WMOX2007
1985-04-01,1985-04-30,342900,Carbon dioxide,WMOX2007
1985-05-01,1985-05-31,343200,Carbon dioxide,WMOX2007
1985-06-01,1985-06-30,NA,Carbon dioxide,WMOX2007
1985-07-01,1985-07-31,344000,Carbon dioxide,WMOX2007
1985-08-01,1985-08-31,344500,Carbon dioxide,WMOX2007
1985-09-01,1985-09-30,NA,Carbon dioxide,WMOX2007
1985-10-01,1985-10-31,344600,Carbon dioxide,WMOX2007
1985-11-01,1985-11-30,344000,Carbon dioxide,WMOX2007
1985-12-01,1985-12-31,344400,Carbon dioxide,WMOX2007
1986-01-01,1986-01-31,NA,Carbon dioxide,WMOX2007
1986-02-01,1986-02-28,344300,Carbon dioxide,WMOX2007
1986-03-01,1986-03-31,344300,Carbon dioxide,WMOX2007
1986-04-01,1986-04-30,NA,Carbon dioxide,WMOX2007
1986-05-01,1986-05-31,345000,Carbon dioxide,WMOX2007
1986-06-01,1986-06-30,NA,Carbon dioxide,WMOX2007
1986-07-01,1986-07-31,345600,Carbon dioxide,WMOX2007
1986-08-01,1986-08-31,345900,Carbon dioxide,WMOX2007
1986-09-01,1986-09-30,346000,Carbon dioxide,WMOX2007
1986-10-01,1986-10-31,346000,Carbon dioxide,WMOX2007
1986-11-01,1986-11-30,345700,Carbon dioxide,WMOX2007
1986-12-01,1986-12-31,345900,Carbon dioxide,WMOX2007
1987-01-01,1987-01-31,345600,Carbon dioxide,WMOX2007
1987-02-01,1987-02-28,345800,Carbon dioxide,WMOX2007
1987-03-01,1987-03-31,345900,Carbon dioxide,WMOX2007
1987-04-01,1987-04-30,346700,Carbon dioxide,WMOX2007
1987-05-01,1987-05-31,346200,Carbon dioxide,WMOX2007
1987-06-01,1987-06-30,347100,Carbon dioxide,WMOX2007
1987-07-01,1987-07-31,347400,Carbon dioxide,WMOX2007
1987-08-01,1987-08-31,348100,Carbon dioxide,WMOX2007
1987-09-01,1987-09-30,348100,Carbon dioxide,WMOX2007
1987-10-01,1987-10-31,348300,Carbon dioxide,WMOX2007
1987-11-01,1987-11-30,348300,Carbon dioxide,WMOX2007
1987-12-01,1987-12-31,348300,Carbon dioxide,WMOX2007
1988-01-01,1988-01-31,NA,Carbon dioxide,WMOX2007
1988-02-01,1988-02-29,348500,Carbon dioxide,WMOX2007
1988-03-01,1988-03-31,348400,Carbon dioxide,WMOX2007
1988-04-01,1988-04-30,348700,Carbon dioxide,WMOX2007
1988-05-01,1988-05-31,348800,Carbon dioxide,WMOX2007
1988-06-01,1988-06-30,349300,Carbon dioxide,WMOX2007
1988-07-01,1988-07-31,349700,Carbon dioxide,WMOX2007
1988-08-01,1988-08-31,349800,Carbon dioxide,WMOX2007
1988-09-01,1988-09-30,349600,Carbon dioxide,WMOX2007
1988-10-01,1988-10-31,NA,Carbon dioxide,WMOX2007
1988-11-01,1988-11-30,350200,Carbon dioxide,WMOX2007
1988-12-01,1988-12-31,349900,Carbon dioxide,WMOX2007
1989-01-01,1989-01-31,350700,Carbon dioxide,WMOX2007
1989-02-01,1989-02-28,350000,Carbon dioxide,WMOX2007
1989-03-01,1989-03-31,350300,Carbon dioxide,WMOX2007
1989-04-01,1989-04-30,350400,Carbon dioxide,WMOX2007
1989-05-01,1989-05-31,350500,Carbon dioxide,WMOX2007
1989-06-01,1989-06-30,350500,Carbon dioxide,WMOX2007
1989-07-01,1989-07-31,350900,Carbon dioxide,WMOX2007
1989-08-01,1989-08-31,351300,Carbon dioxide,WMOX2007
1989-09-01,1989-09-30,351600,Carbon dioxide,WMOX2007
1989-10-01,1989-10-31,351400,Carbon dioxide,WMOX2007
1989-11-01,1989-11-30,351400,Carbon dioxide,WMOX2007
1989-12-01,1989-12-31,352100,Carbon dioxide,WMOX2007
1990-01-01,1990-01-31,351300,Carbon dioxide,WMOX2007
1990-02-01,1990-02-28,351000,Carbon dioxide,WMOX2007
1990-03-01,1990-03-31,350800,Carbon dioxide,WMOX2007
1990-04-01,1990-04-30,350800,Carbon dioxide,WMOX2007
1990-05-01,1990-05-31,NA,Carbon dioxide,WMOX2007
1990-06-01,1990-06-30,351700,Carbon dioxide,WMOX2007
1990-07-01,1990-07-31,352400,Carbon dioxide,WMOX2007
1990-08-01,1990-08-31,NA,Carbon dioxide,WMOX2007
1990-09-01,1990-09-30,352900,Carbon dioxide,WMOX2007
1990-10-01,1990-10-31,352700,Carbon dioxide,WMOX2007
1990-11-01,1990-11-30,352900,Carbon dioxide,WMOX2007
1990-12-01,1990-12-31,NA,Carbon dioxide,WMOX2007
1991-01-01,1991-01-31,352300,Carbon dioxide,WMOX2007
1991-02-01,1991-02-28,352600,Carbon dioxide,WMOX2007
1991-03-01,1991-03-31,352100,Carbon dioxide,WMOX2007
1991-04-01,1991-04-30,352500,Carbon dioxide,WMOX2007
1991-05-01,1991-05-31,352800,Carbon dioxide,WMOX2007
1991-06-01,1991-06-30,NA,Carbon dioxide,WMOX2007
1991-07-01,1991-07-31,353600,Carbon dioxide,WMOX2007
1991-08-01,1991-08-31,NA,Carbon dioxide,WMOX2007
1991-09-01,1991-09-30,355100,Carbon dioxide,WMOX2007
1991-10-01,1991-10-31,353700,Carbon dioxide,WMOX2007
1991-11-01,1991-11-30,353500,Carbon dioxide,WMOX2007
1991-12-01,1991-12-31,353300,Carbon dioxide,WMOX2007
1992-01-01,1992-01-31,NA,Carbon dioxide,WMOX2007
1992-02-01,1992-02-29,352900,Carbon dioxide,WMOX2007
1992-03-01,1992-03-31,352900,Carbon dioxide,WMOX2007
1992-04-01,1992-04-30,353400,Carbon dioxide,WMOX2007
1992-05-01,1992-05-31,353700,Carbon dioxide,WMOX2007
1992-06-01,1992-06-30,354600,Carbon dioxide,WMOX2007
1992-07-01,1992-07-31,355100,Carbon dioxide,WMOX2007
1992-08-01,1992-08-31,355900,Carbon dioxide,WMOX2007
1992-09-01,1992-09-30,355500,Carbon dioxide,WMOX2007
1992-10-01,1992-10-31,355500,Carbon dioxide,WMOX2007
1992-11-01,1992-11-30,354900,Carbon dioxide,WMOX2007
1992-12-01,1992-12-31,354600,Carbon dioxide,WMOX2007
1993-01-01,1993-01-31,354200,Carbon dioxide,WMOX2007
1993-02-01,1993-02-28,354100,Carbon dioxide,WMOX2007
1993-03-01,1993-03-31,NA,Carbon dioxide,WMOX2007
1993-04-01,1993-04-30,355100,Carbon dioxide,WMOX2007
1993-05-01,1993-05-31,NA,Carbon dioxide,WMOX2007
1993-06-01,1993-06-30,355100,Carbon dioxide,WMOX2007
1993-07-01,1993-07-31,355300,Carbon dioxide,WMOX2007
1993-08-01,1993-08-31,355800,Carbon dioxide,WMOX2007
1993-09-01,1993-09-30,355800,Carbon dioxide,WMOX2007
1993-10-01,1993-10-31,355800,Carbon dioxide,WMOX2007
1993-11-01,1993-11-30,355700,Carbon dioxide,WMOX2007
1993-12-01,1993-12-31,355400,Carbon dioxide,WMOX2007
1994-01-01,1994-01-31,355600,Carbon dioxide,WMOX2007
1994-02-01,1994-02-28,355800,Carbon dioxide,WMOX2007
1994-03-01,1994-03-31,355600,Carbon dioxide,WMOX2007
1994-04-01,1994-04-30,NA,Carbon dioxide,WMOX2007
1994-05-01,1994-05-31,356300,Carbon dioxide,WMOX2007
1994-06-01,1994-06-30,356100,Carbon dioxide,WMOX2007
1994-07-01,1994-07-31,NA,Carbon dioxide,WMOX2007
