year,month,variable,parameter,greenhouse_gas_concentration,unit
1995,4,carbon_dioxide,mean_fitted,357.4,ppm
1995,4,carbon_dioxide,seasonal_adjusted_mean,357.5552895366558,ppm
1995,4,carbon_dioxide,trend,357.7170638294159,ppm
1995,5,carbon_dioxide,mean,357.5,ppm
1995,5,carbon_dioxide,mean_fitted,357.5,ppm
1995,5,carbon_dioxide,seasonal_adjusted_mean,357.67220589374637,ppm
1995,5,carbon_dioxide,trend,357.86649251076705,ppm
1995,6,carbon_dioxide,mean,357.9,ppm
1995,6,carbon_dioxide,mean_fitted,357.9,ppm
1995,6,carbon_dioxide,seasonal_adjusted_mean,357.9183547052235,ppm
1995,6,carbon_dioxide,trend,358.0159211921182,ppm
1995,7,carbon_dioxide,mean,NA,ppm
1995,7,carbon_dioxide,mean_fitted,358.1,ppm
1995,7,carbon_dioxide,seasonal_adjusted_mean,358.00711501170434,ppm
1995,7,carbon_dioxide,trend,358.17426430211566,ppm
1995,8,carbon_dioxide,mean,358.5,ppm
1995,8,carbon_dioxide,mean_fitted,358.5,ppm
1995,8,carbon_dioxide,seasonal_adjusted_mean,358.16937017634905,ppm
1995,8,carbon_dioxide,trend,358.33260741211313,ppm
1995,9,carbon_dioxide,mean,359.3,ppm
1995,9,carbon_dioxide,mean_fitted,359.3,ppm
1995,9,carbon_dioxide,seasonal_adjusted_mean,358.8493587267055,ppm
1995,9,carbon_dioxide,trend,358.4909505221106,ppm
1995,10,carbon_dioxide,mean,359.6,ppm
1995,10,carbon_dioxide,mean_fitted,359.6,ppm
1995,10,carbon_dioxide,seasonal_adjusted_mean,359.2486058965072,ppm
1995,10,carbon_dioxide,trend,358.6492936321081,ppm
1995,11,carbon_dioxide,mean,359.5,ppm
1995,11,carbon_dioxide,mean_fitted,359.5,ppm
1995,11,carbon_dioxide,seasonal_adjusted_mean,359.45618582378074,ppm
1995,11,carbon_dioxide,trend,358.80763674210556,ppm
1995,12,carbon_dioxide,mean,359.7,ppm
1995,12,carbon_dioxide,mean_fitted,359.7,ppm
1995,12,carbon_dioxide,seasonal_adjusted_mean,359.83000949932756,ppm
1995,12,carbon_dioxide,trend,358.9681153124057,ppm
1996,1,carbon_dioxide,mean,359.5,ppm
1996,1,carbon_dioxide,mean_fitted,359.5,ppm
1996,1,carbon_dioxide,seasonal_adjusted_mean,359.7768478632625,ppm
1996,1,carbon_dioxide,trend,359.12859388270584,ppm
1996,2,carbon_dioxide,mean,359.7,ppm
1996,2,carbon_dioxide,mean_fitted,359.7,ppm
1996,2,carbon_dioxide,seasonal_adjusted_mean,359.92438674111804,ppm
1996,2,carbon_dioxide,trend,359.28907245300604,ppm
1996,3,carbon_dioxide,mean,359.3,ppm
1996,3,carbon_dioxide,mean_fitted,359.3,ppm
1996,3,carbon_dioxide,seasonal_adjusted_mean,359.5369540864124,ppm
1996,3,carbon_dioxide,trend,359.4495510233062,ppm
1996,4,carbon_dioxide,mean,359.5,ppm
1996,4,carbon_dioxide,mean_fitted,359.5,ppm
1996,4,carbon_dioxide,seasonal_adjusted_mean,359.64278016122944,ppm
1996,4,carbon_dioxide,trend,359.6100295936063,ppm
1996,5,carbon_dioxide,mean,359.5,ppm
1996,5,carbon_dioxide,mean_fitted,359.5,ppm
1996,5,carbon_dioxide,seasonal_adjusted_mean,359.6907112639039,ppm
1996,5,carbon_dioxide,trend,359.76086241623415,ppm
1996,6,carbon_dioxide,mean,360,ppm
1996,6,carbon_dioxide,mean_fitted,360,ppm
1996,6,carbon_dioxide,seasonal_adjusted_mean,360.03797452680254,ppm
1996,6,carbon_dioxide,trend,359.91169523886197,ppm
1996,7,carbon_dioxide,mean,360.4,ppm
1996,7,carbon_dioxide,mean_fitted,360.4,ppm
1996,7,carbon_dioxide,seasonal_adjusted_mean,360.31869370801155,ppm
1996,7,carbon_dioxide,trend,360.06252806148984,ppm
1996,8,carbon_dioxide,mean,360.9,ppm
1996,8,carbon_dioxide,mean_fitted,360.9,ppm
1996,8,carbon_dioxide,seasonal_adjusted_mean,360.62869042144604,ppm
1996,8,carbon_dioxide,trend,360.21336088411766,ppm
1996,9,carbon_dioxide,mean,361.4,ppm
1996,9,carbon_dioxide,mean_fitted,361.4,ppm
1996,9,carbon_dioxide,seasonal_adjusted_mean,360.9675498222518,ppm
1996,9,carbon_dioxide,trend,360.3641937067455,ppm
1996,10,carbon_dioxide,mean,NA,ppm
1996,10,carbon_dioxide,mean_fitted,361.2,ppm
1996,10,carbon_dioxide,seasonal_adjusted_mean,360.85911818052085,ppm
1996,10,carbon_dioxide,trend,360.5093210795097,ppm
1996,11,carbon_dioxide,mean,360.8,ppm
1996,11,carbon_dioxide,mean_fitted,360.8,ppm
1996,11,carbon_dioxide,seasonal_adjusted_mean,360.74710519724164,ppm
1996,11,carbon_dioxide,trend,360.65444845227387,ppm
1996,12,carbon_dioxide,mean,360.6,ppm
1996,12,carbon_dioxide,mean_fitted,360.6,ppm
1996,12,carbon_dioxide,seasonal_adjusted_mean,360.7249031810825,ppm
1996,12,carbon_dioxide,trend,360.7995758250381,ppm
1997,1,carbon_dioxide,mean,360.3,ppm
1997,1,carbon_dioxide,mean_fitted,360.3,ppm
1997,1,carbon_dioxide,seasonal_adjusted_mean,360.5467605860345,ppm
1997,1,carbon_dioxide,trend,360.9447031978023,ppm
1997,2,carbon_dioxide,mean,360.5,ppm
1997,2,carbon_dioxide,mean_fitted,360.5,ppm
1997,2,carbon_dioxide,seasonal_adjusted_mean,360.7046602823894,ppm
1997,2,carbon_dioxide,trend,361.0898305705665,ppm
1997,3,carbon_dioxide,mean,360.8,ppm
1997,3,carbon_dioxide,mean_fitted,360.8,ppm
1997,3,carbon_dioxide,seasonal_adjusted_mean,361.01312449885626,ppm
1997,3,carbon_dioxide,trend,361.2400995555661,ppm
1997,4,carbon_dioxide,mean,361.2,ppm
1997,4,carbon_dioxide,mean_fitted,361.2,ppm
1997,4,carbon_dioxide,seasonal_adjusted_mean,361.3852783865171,ppm
1997,4,carbon_dioxide,trend,361.3903685405656,ppm
1997,5,carbon_dioxide,mean,361,ppm
1997,5,carbon_dioxide,mean_fitted,361,ppm
1997,5,carbon_dioxide,seasonal_adjusted_mean,361.21203097323627,ppm
1997,5,carbon_dioxide,trend,361.54063752556516,ppm
1997,6,carbon_dioxide,mean,361.3,ppm
1997,6,carbon_dioxide,mean_fitted,361.3,ppm
1997,6,carbon_dioxide,seasonal_adjusted_mean,361.3306934125613,ppm
1997,6,carbon_dioxide,trend,361.6909065105647,ppm
1997,7,carbon_dioxide,mean,361.6,ppm
1997,7,carbon_dioxide,mean_fitted,361.6,ppm
1997,7,carbon_dioxide,seasonal_adjusted_mean,361.49536229972455,ppm
1997,7,carbon_dioxide,trend,361.84117549556424,ppm
1997,8,carbon_dioxide,mean,361.8,ppm
1997,8,carbon_dioxide,mean_fitted,361.8,ppm
1997,8,carbon_dioxide,seasonal_adjusted_mean,361.5018562796045,ppm
1997,8,carbon_dioxide,trend,361.99848771843966,ppm
1997,9,carbon_dioxide,mean,361.9,ppm
1997,9,carbon_dioxide,mean_fitted,361.9,ppm
1997,9,carbon_dioxide,seasonal_adjusted_mean,361.453993491944,ppm
1997,9,carbon_dioxide,trend,362.1557999413151,ppm
1997,10,carbon_dioxide,mean,NA,ppm
1997,10,carbon_dioxide,mean_fitted,362,ppm
1997,10,carbon_dioxide,seasonal_adjusted_mean,361.65413109354705,ppm
1997,10,carbon_dioxide,trend,362.3131121641905,ppm
1997,11,carbon_dioxide,mean,362.1,ppm
1997,11,carbon_dioxide,mean_fitted,362.1,ppm
1997,11,carbon_dioxide,seasonal_adjusted_mean,362.02514144874544,ppm
1997,11,carbon_dioxide,trend,362.4704243870659,ppm
1997,12,carbon_dioxide,mean,362.1,ppm
1997,12,carbon_dioxide,mean_fitted,362.1,ppm
1997,12,carbon_dioxide,seasonal_adjusted_mean,362.2236562852734,ppm
1997,12,carbon_dioxide,trend,362.62773660994134,ppm
1998,1,carbon_dioxide,mean,NA,ppm
1998,1,carbon_dioxide,mean_fitted,362.2,ppm
1998,1,carbon_dioxide,seasonal_adjusted_mean,362.430469838495,ppm
1998,1,carbon_dioxide,trend,362.788578997351,ppm
1998,2,carbon_dioxide,mean,362.6,ppm
1998,2,carbon_dioxide,mean_fitted,362.6,ppm
1998,2,carbon_dioxide,seasonal_adjusted_mean,362.8188194185716,ppm
1998,2,carbon_dioxide,trend,362.94942138476074,ppm
1998,3,carbon_dioxide,mean,363.1,ppm
1998,3,carbon_dioxide,mean_fitted,363.1,ppm
1998,3,carbon_dioxide,seasonal_adjusted_mean,363.3168621547959,ppm
1998,3,carbon_dioxide,trend,363.1102637721704,ppm
1998,4,carbon_dioxide,mean,363,ppm
1998,4,carbon_dioxide,mean_fitted,363,ppm
1998,4,carbon_dioxide,seasonal_adjusted_mean,363.2409435665343,ppm
1998,4,carbon_dioxide,trend,363.27110615958014,ppm
1998,5,carbon_dioxide,mean,NA,ppm
1998,5,carbon_dioxide,mean_fitted,363.1,ppm
1998,5,carbon_dioxide,seasonal_adjusted_mean,363.31396772781756,ppm
1998,5,carbon_dioxide,trend,363.4319485469898,ppm
1998,6,carbon_dioxide,mean,363.7,ppm
1998,6,carbon_dioxide,mean_fitted,363.7,ppm
1998,6,carbon_dioxide,seasonal_adjusted_mean,363.7180511647178,ppm
1998,6,carbon_dioxide,trend,363.59354733828644,ppm
1998,7,carbon_dioxide,mean,364.4,ppm
1998,7,carbon_dioxide,mean_fitted,364.4,ppm
1998,7,carbon_dioxide,seasonal_adjusted_mean,364.25947188715844,ppm
1998,7,carbon_dioxide,trend,363.755146129583,ppm
1998,8,carbon_dioxide,mean,364.7,ppm
1998,8,carbon_dioxide,mean_fitted,364.7,ppm
1998,8,carbon_dioxide,seasonal_adjusted_mean,364.3595146679497,ppm
1998,8,carbon_dioxide,trend,363.91674492087964,ppm
1998,9,carbon_dioxide,mean,365.3,ppm
1998,9,carbon_dioxide,mean_fitted,365.3,ppm
1998,9,carbon_dioxide,seasonal_adjusted_mean,364.8778131044517,ppm
1998,9,carbon_dioxide,trend,364.0783437121762,ppm
1998,10,carbon_dioxide,mean,NA,ppm
1998,10,carbon_dioxide,mean_fitted,365.3,ppm
1998,10,carbon_dioxide,seasonal_adjusted_mean,364.958030763469,ppm
1998,10,carbon_dioxide,trend,364.23994250347283,ppm
1998,11,carbon_dioxide,mean,364.9,ppm
1998,11,carbon_dioxide,mean_fitted,364.9,ppm
1998,11,carbon_dioxide,seasonal_adjusted_mean,364.81110487825583,ppm
1998,11,carbon_dioxide,trend,364.39672377029177,ppm
1998,12,carbon_dioxide,mean,364.6,ppm
1998,12,carbon_dioxide,mean_fitted,364.6,ppm
1998,12,carbon_dioxide,seasonal_adjusted_mean,364.7510396798522,ppm
1998,12,carbon_dioxide,trend,364.5535050371107,ppm
1999,1,carbon_dioxide,mean,364.9,ppm
1999,1,carbon_dioxide,mean_fitted,364.9,ppm
1999,1,carbon_dioxide,seasonal_adjusted_mean,365.12566827135225,ppm
1999,1,carbon_dioxide,trend,364.7102863039296,ppm
1999,2,carbon_dioxide,mean,364.8,ppm
1999,2,carbon_dioxide,mean_fitted,364.8,ppm
1999,2,carbon_dioxide,seasonal_adjusted_mean,365.03264338593516,ppm
1999,2,carbon_dioxide,trend,364.86706757074853,ppm
1999,3,carbon_dioxide,mean,365,ppm
1999,3,carbon_dioxide,mean_fitted,365,ppm
1999,3,carbon_dioxide,seasonal_adjusted_mean,365.22564104936987,ppm
1999,3,carbon_dioxide,trend,365.02384883756747,ppm
1999,4,carbon_dioxide,mean,365.1,ppm
1999,4,carbon_dioxide,mean_fitted,365.1,ppm
1999,4,carbon_dioxide,seasonal_adjusted_mean,365.38252339480835,ppm
1999,4,carbon_dioxide,trend,365.16818718391704,ppm
1999,5,carbon_dioxide,mean,365.3,ppm
1999,5,carbon_dioxide,mean_fitted,365.3,ppm
1999,5,carbon_dioxide,seasonal_adjusted_mean,365.48708978719685,ppm
1999,5,carbon_dioxide,trend,365.31252553026667,ppm
1999,6,carbon_dioxide,mean,365.5,ppm
1999,6,carbon_dioxide,mean_fitted,365.5,ppm
1999,6,carbon_dioxide,seasonal_adjusted_mean,365.516475962745,ppm
1999,6,carbon_dioxide,trend,365.45686387661624,ppm
1999,7,carbon_dioxide,mean,365.8,ppm
1999,7,carbon_dioxide,mean_fitted,365.8,ppm
1999,7,carbon_dioxide,seasonal_adjusted_mean,365.6353699138073,ppm
1999,7,carbon_dioxide,trend,365.60120222296587,ppm
1999,8,carbon_dioxide,mean,366.3,ppm
1999,8,carbon_dioxide,mean_fitted,366.3,ppm
1999,8,carbon_dioxide,seasonal_adjusted_mean,365.94578628776844,ppm
1999,8,carbon_dioxide,trend,365.74554056931544,ppm
1999,9,carbon_dioxide,mean,366.3,ppm
1999,9,carbon_dioxide,mean_fitted,366.3,ppm
1999,9,carbon_dioxide,seasonal_adjusted_mean,365.9292907259724,ppm
1999,9,carbon_dioxide,trend,365.8704161076859,ppm
1999,10,carbon_dioxide,mean,NA,ppm
1999,10,carbon_dioxide,mean_fitted,366.2,ppm
1999,10,carbon_dioxide,seasonal_adjusted_mean,365.871767683784,ppm
1999,10,carbon_dioxide,trend,365.99529164605633,ppm
1999,11,carbon_dioxide,mean,366.1,ppm
1999,11,carbon_dioxide,mean_fitted,366.1,ppm
1999,11,carbon_dioxide,seasonal_adjusted_mean,366.00786866479467,ppm
1999,11,carbon_dioxide,trend,366.1201671844268,ppm
1999,12,carbon_dioxide,mean,366,ppm
1999,12,carbon_dioxide,mean_fitted,366,ppm
1999,12,carbon_dioxide,seasonal_adjusted_mean,366.1875637561464,ppm
1999,12,carbon_dioxide,trend,366.2450427227972,ppm
2000,1,carbon_dioxide,mean,366,ppm
2000,1,carbon_dioxide,mean_fitted,366,ppm
2000,1,carbon_dioxide,seasonal_adjusted_mean,366.22311346336903,ppm
2000,1,carbon_dioxide,trend,366.3699182611677,ppm
2000,2,carbon_dioxide,mean,366,ppm
2000,2,carbon_dioxide,mean_fitted,366,ppm
2000,2,carbon_dioxide,seasonal_adjusted_mean,366.2223268575541,ppm
2000,2,carbon_dioxide,trend,366.4764978669086,ppm
2000,3,carbon_dioxide,mean,366.2,ppm
2000,3,carbon_dioxide,mean_fitted,366.2,ppm
2000,3,carbon_dioxide,seasonal_adjusted_mean,366.4370692569101,ppm
2000,3,carbon_dioxide,trend,366.58307747264945,ppm
2000,4,carbon_dioxide,mean,366.4,ppm
2000,4,carbon_dioxide,mean_fitted,366.4,ppm
2000,4,carbon_dioxide,seasonal_adjusted_mean,366.70796428478775,ppm
2000,4,carbon_dioxide,trend,366.6896570783903,ppm
2000,5,carbon_dioxide,mean,367,ppm
2000,5,carbon_dioxide,mean_fitted,367,ppm
2000,5,carbon_dioxide,seasonal_adjusted_mean,367.15906564401075,ppm
2000,5,carbon_dioxide,trend,366.7962366841312,ppm
2000,6,carbon_dioxide,mean,367.2,ppm
2000,6,carbon_dioxide,mean_fitted,367.2,ppm
2000,6,carbon_dioxide,seasonal_adjusted_mean,367.1958517385462,ppm
2000,6,carbon_dioxide,trend,366.9028162898721,ppm
2000,7,carbon_dioxide,mean,367.1,ppm
2000,7,carbon_dioxide,mean_fitted,367.1,ppm
2000,7,carbon_dioxide,seasonal_adjusted_mean,366.9155164270318,ppm
2000,7,carbon_dioxide,trend,367.004480453762,ppm
2000,8,carbon_dioxide,mean,367.6,ppm
2000,8,carbon_dioxide,mean_fitted,367.6,ppm
2000,8,carbon_dioxide,seasonal_adjusted_mean,367.23712961120776,ppm
2000,8,carbon_dioxide,trend,367.10614461765203,ppm
2000,9,carbon_dioxide,mean,367.4,ppm
2000,9,carbon_dioxide,mean_fitted,367.4,ppm
2000,9,carbon_dioxide,seasonal_adjusted_mean,367.0519359968124,ppm
2000,9,carbon_dioxide,trend,367.207808781542,ppm
2000,10,carbon_dioxide,mean,367.6,ppm
2000,10,carbon_dioxide,mean_fitted,367.6,ppm
2000,10,carbon_dioxide,seasonal_adjusted_mean,367.2699291842405,ppm
2000,10,carbon_dioxide,trend,367.309472945432,ppm
2000,11,carbon_dioxide,mean,367.8,ppm
2000,11,carbon_dioxide,mean_fitted,367.8,ppm
2000,11,carbon_dioxide,seasonal_adjusted_mean,367.70143540356815,ppm
2000,11,carbon_dioxide,trend,367.41113710932194,ppm
2000,12,carbon_dioxide,mean,367.8,ppm
2000,12,carbon_dioxide,mean_fitted,367.8,ppm
2000,12,carbon_dioxide,seasonal_adjusted_mean,368.0001754631495,ppm
2000,12,carbon_dioxide,trend,367.52513600165173,ppm
2001,1,carbon_dioxide,mean,NA,ppm
2001,1,carbon_dioxide,mean_fitted,368,ppm
2001,1,carbon_dioxide,seasonal_adjusted_mean,368.2249664289005,ppm
2001,1,carbon_dioxide,trend,367.63913489398146,ppm
2001,2,carbon_dioxide,mean,NA,ppm
2001,2,carbon_dioxide,mean_fitted,368.1,ppm
2001,2,carbon_dioxide,seasonal_adjusted_mean,368.2945484963794,ppm
2001,2,carbon_dioxide,trend,367.75313378631125,ppm
2001,3,carbon_dioxide,mean,367.9,ppm
2001,3,carbon_dioxide,mean_fitted,367.9,ppm
2001,3,carbon_dioxide,seasonal_adjusted_mean,368.18476400212575,ppm
2001,3,carbon_dioxide,trend,367.867132678641,ppm
2001,4,carbon_dioxide,mean,367.5,ppm
2001,4,carbon_dioxide,mean_fitted,367.5,ppm
2001,4,carbon_dioxide,seasonal_adjusted_mean,367.8337244169021,ppm
2001,4,carbon_dioxide,trend,367.9811315709708,ppm
2001,5,carbon_dioxide,mean,368,ppm
2001,5,carbon_dioxide,mean_fitted,368,ppm
2001,5,carbon_dioxide,seasonal_adjusted_mean,368.13940443192456,ppm
2001,5,carbon_dioxide,trend,368.11848370214483,ppm
2001,6,carbon_dioxide,mean,368.3,ppm
2001,6,carbon_dioxide,mean_fitted,368.3,ppm
2001,6,carbon_dioxide,seasonal_adjusted_mean,368.25312592444004,ppm
2001,6,carbon_dioxide,trend,368.2558358333189,ppm
2001,7,carbon_dioxide,mean,368.4,ppm
2001,7,carbon_dioxide,mean_fitted,368.4,ppm
2001,7,carbon_dioxide,seasonal_adjusted_mean,368.1815117984498,ppm
2001,7,carbon_dioxide,trend,368.393187964493,ppm
2001,8,carbon_dioxide,mean,368.3,ppm
2001,8,carbon_dioxide,mean_fitted,368.3,ppm
2001,8,carbon_dioxide,seasonal_adjusted_mean,367.91338684217965,ppm
2001,8,carbon_dioxide,trend,368.53054009566705,ppm
2001,9,carbon_dioxide,mean,368.1,ppm
2001,9,carbon_dioxide,mean_fitted,368.1,ppm
2001,9,carbon_dioxide,seasonal_adjusted_mean,367.7454911042344,ppm
2001,9,carbon_dioxide,trend,368.6678922268411,ppm
2001,10,carbon_dioxide,mean,368.4,ppm
2001,10,carbon_dioxide,mean_fitted,368.4,ppm
2001,10,carbon_dioxide,seasonal_adjusted_mean,368.06677906213395,ppm
2001,10,carbon_dioxide,trend,368.8259416888683,ppm
2001,11,carbon_dioxide,mean,368.3,ppm
2001,11,carbon_dioxide,mean_fitted,368.3,ppm
2001,11,carbon_dioxide,seasonal_adjusted_mean,368.1997253615949,ppm
2001,11,carbon_dioxide,trend,368.98399115089546,ppm
2001,12,carbon_dioxide,mean,368.1,ppm
2001,12,carbon_dioxide,mean_fitted,368.1,ppm
2001,12,carbon_dioxide,seasonal_adjusted_mean,368.3106247634151,ppm
2001,12,carbon_dioxide,trend,369.14204061292264,ppm
2002,1,carbon_dioxide,mean,368.4,ppm
2002,1,carbon_dioxide,mean_fitted,368.4,ppm
2002,1,carbon_dioxide,seasonal_adjusted_mean,368.655083341337,ppm
2002,1,carbon_dioxide,trend,369.3000900749498,ppm
2002,2,carbon_dioxide,mean,368.5,ppm
2002,2,carbon_dioxide,mean_fitted,368.5,ppm
2002,2,carbon_dioxide,seasonal_adjusted_mean,368.6857420085233,ppm
2002,2,carbon_dioxide,trend,369.458139536977,ppm
2002,3,carbon_dioxide,mean,368.6,ppm
2002,3,carbon_dioxide,mean_fitted,368.6,ppm
2002,3,carbon_dioxide,seasonal_adjusted_mean,368.94122995935743,ppm
2002,3,carbon_dioxide,trend,369.63331150134195,ppm
2002,4,carbon_dioxide,mean,368.9,ppm
2002,4,carbon_dioxide,mean_fitted,368.9,ppm
2002,4,carbon_dioxide,seasonal_adjusted_mean,369.2483967382844,ppm
2002,4,carbon_dioxide,trend,369.8084834657069,ppm
2002,5,carbon_dioxide,mean,369.4,ppm
2002,5,carbon_dioxide,mean_fitted,369.4,ppm
2002,5,carbon_dioxide,seasonal_adjusted_mean,369.5238624238837,ppm
2002,5,carbon_dioxide,trend,369.9836554300719,ppm
2002,6,carbon_dioxide,mean,369.3,ppm
2002,6,carbon_dioxide,mean_fitted,369.3,ppm
2002,6,carbon_dioxide,seasonal_adjusted_mean,369.2078665361632,ppm
2002,6,carbon_dioxide,trend,370.15882739443686,ppm
2002,7,carbon_dioxide,mean,370.2,ppm
2002,7,carbon_dioxide,mean_fitted,370.2,ppm
2002,7,carbon_dioxide,seasonal_adjusted_mean,369.94380608524244,ppm
2002,7,carbon_dioxide,trend,370.3339993588018,ppm
2002,8,carbon_dioxide,mean,370.7,ppm
2002,8,carbon_dioxide,mean_fitted,370.7,ppm
2002,8,carbon_dioxide,seasonal_adjusted_mean,370.2921097578343,ppm
2002,8,carbon_dioxide,trend,370.52546364575664,ppm
2002,9,carbon_dioxide,mean,371.2,ppm
2002,9,carbon_dioxide,mean_fitted,371.2,ppm
2002,9,carbon_dioxide,seasonal_adjusted_mean,370.8483337127483,ppm
2002,9,carbon_dioxide,trend,370.71692793271154,ppm
2002,10,carbon_dioxide,mean,371.7,ppm
2002,10,carbon_dioxide,mean_fitted,371.7,ppm
2002,10,carbon_dioxide,seasonal_adjusted_mean,371.38752293418315,ppm
2002,10,carbon_dioxide,trend,370.9083922196664,ppm
2002,11,carbon_dioxide,mean,371.7,ppm
2002,11,carbon_dioxide,mean_fitted,371.7,ppm
2002,11,carbon_dioxide,seasonal_adjusted_mean,371.6233075242487,ppm
2002,11,carbon_dioxide,trend,371.0998565066213,ppm
2002,12,carbon_dioxide,mean,371.4,ppm
2002,12,carbon_dioxide,mean_fitted,371.4,ppm
2002,12,carbon_dioxide,seasonal_adjusted_mean,371.64197542401394,ppm
2002,12,carbon_dioxide,trend,371.2913207935761,ppm
2003,1,carbon_dioxide,mean,371.4,ppm
2003,1,carbon_dioxide,mean_fitted,371.4,ppm
2003,1,carbon_dioxide,seasonal_adjusted_mean,371.70423249496105,ppm
2003,1,carbon_dioxide,trend,371.492563643405,ppm
2003,2,carbon_dioxide,mean,371.9,ppm
2003,2,carbon_dioxide,mean_fitted,371.9,ppm
2003,2,carbon_dioxide,seasonal_adjusted_mean,372.0864871936363,ppm
2003,2,carbon_dioxide,trend,371.69380649323386,ppm
2003,3,carbon_dioxide,mean,372,ppm
2003,3,carbon_dioxide,mean_fitted,372,ppm
2003,3,carbon_dioxide,seasonal_adjusted_mean,372.3617599056451,ppm
2003,3,carbon_dioxide,trend,371.89504934306274,ppm
2003,4,carbon_dioxide,mean,372.2,ppm
2003,4,carbon_dioxide,mean_fitted,372.2,ppm
2003,4,carbon_dioxide,seasonal_adjusted_mean,372.54469535593995,ppm
2003,4,carbon_dioxide,trend,372.0962921928916,ppm
2003,5,carbon_dioxide,mean,372.2,ppm
2003,5,carbon_dioxide,mean_fitted,372.2,ppm
2003,5,carbon_dioxide,seasonal_adjusted_mean,372.32953976266566,ppm
2003,5,carbon_dioxide,trend,372.2975350427205,ppm
2003,6,carbon_dioxide,mean,373.1,ppm
2003,6,carbon_dioxide,mean_fitted,373.1,ppm
2003,6,carbon_dioxide,seasonal_adjusted_mean,372.98206151241334,ppm
2003,6,carbon_dioxide,trend,372.4888620596867,ppm
2003,7,carbon_dioxide,mean,373.2,ppm
2003,7,carbon_dioxide,mean_fitted,373.2,ppm
2003,7,carbon_dioxide,seasonal_adjusted_mean,372.91249529290815,ppm
2003,7,carbon_dioxide,trend,372.680189076653,ppm
2003,8,carbon_dioxide,mean,373.6,ppm
2003,8,carbon_dioxide,mean_fitted,373.6,ppm
2003,8,carbon_dioxide,seasonal_adjusted_mean,373.16087129943776,ppm
2003,8,carbon_dioxide,trend,372.8715160936192,ppm
2003,9,carbon_dioxide,mean,373.9,ppm
2003,9,carbon_dioxide,mean_fitted,373.9,ppm
2003,9,carbon_dioxide,seasonal_adjusted_mean,373.5260809150144,ppm
2003,9,carbon_dioxide,trend,373.0628431105855,ppm
2003,10,carbon_dioxide,mean,373.8,ppm
2003,10,carbon_dioxide,mean_fitted,373.8,ppm
2003,10,carbon_dioxide,seasonal_adjusted_mean,373.4863740112433,ppm
2003,10,carbon_dioxide,trend,373.25417012755173,ppm
2003,11,carbon_dioxide,mean,373.5,ppm
2003,11,carbon_dioxide,mean_fitted,373.5,ppm
2003,11,carbon_dioxide,seasonal_adjusted_mean,373.44621064923376,ppm
2003,11,carbon_dioxide,trend,373.42713195825365,ppm
2003,12,carbon_dioxide,mean,373.5,ppm
2003,12,carbon_dioxide,mean_fitted,373.5,ppm
2003,12,carbon_dioxide,seasonal_adjusted_mean,373.7782983713999,ppm
2003,12,carbon_dioxide,trend,373.6000937889555,ppm
2004,1,carbon_dioxide,mean,373.5,ppm
2004,1,carbon_dioxide,mean_fitted,373.5,ppm
2004,1,carbon_dioxide,seasonal_adjusted_mean,373.8501095194003,ppm
2004,1,carbon_dioxide,trend,373.77305561965744,ppm
2004,2,carbon_dioxide,mean,374.1,ppm
2004,2,carbon_dioxide,mean_fitted,374.1,ppm
2004,2,carbon_dioxide,seasonal_adjusted_mean,374.30806044836817,ppm
2004,2,carbon_dioxide,trend,373.9460174503593,ppm
2004,3,carbon_dioxide,mean,373.5,ppm
2004,3,carbon_dioxide,mean_fitted,373.5,ppm
2004,3,carbon_dioxide,seasonal_adjusted_mean,373.87524832129515,ppm
2004,3,carbon_dioxide,trend,374.11897928106123,ppm
2004,4,carbon_dioxide,mean,373.9,ppm
2004,4,carbon_dioxide,mean_fitted,373.9,ppm
2004,4,carbon_dioxide,seasonal_adjusted_mean,374.2199010137435,ppm
2004,4,carbon_dioxide,trend,374.2800464089417,ppm
2004,5,carbon_dioxide,mean,374.3,ppm
2004,5,carbon_dioxide,mean_fitted,374.3,ppm
2004,5,carbon_dioxide,seasonal_adjusted_mean,374.4517219121031,ppm
2004,5,carbon_dioxide,trend,374.44111353682223,ppm
2004,6,carbon_dioxide,mean,NA,ppm
2004,6,carbon_dioxide,mean_fitted,374.9,ppm
2004,6,carbon_dioxide,seasonal_adjusted_mean,374.77208551769354,ppm
2004,6,carbon_dioxide,trend,374.6021806647027,ppm
2004,7,carbon_dioxide,mean,375.4,ppm
2004,7,carbon_dioxide,mean_fitted,375.4,ppm
2004,7,carbon_dioxide,seasonal_adjusted_mean,375.08895309214444,ppm
2004,7,carbon_dioxide,trend,374.76324779258323,ppm
2004,8,carbon_dioxide,mean,375.5,ppm
2004,8,carbon_dioxide,mean_fitted,375.5,ppm
2004,8,carbon_dioxide,seasonal_adjusted_mean,375.0153006418627,ppm
2004,8,carbon_dioxide,trend,374.9243149204637,ppm
2004,9,carbon_dioxide,mean,375.6,ppm
2004,9,carbon_dioxide,mean_fitted,375.6,ppm
2004,9,carbon_dioxide,seasonal_adjusted_mean,375.1721421617657,ppm
2004,9,carbon_dioxide,trend,375.0846759758566,ppm
2004,10,carbon_dioxide,mean,375.5,ppm
2004,10,carbon_dioxide,mean_fitted,375.5,ppm
2004,10,carbon_dioxide,seasonal_adjusted_mean,375.16058267843187,ppm
2004,10,carbon_dioxide,trend,375.2450370312495,ppm
2004,11,carbon_dioxide,mean,375.4,ppm
